"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2022","Total","Both Sexes","Quincy (MA)","City proper","Estimate - de jure","Final figure, complete","2023","101727","1"
"United States of America","2022","Total","Both Sexes","Raleigh (NC)","City proper","Estimate - de jure","Final figure, complete","2023","476587","1"
"United States of America","2022","Total","Both Sexes","Rancho Cucamonga (CA)","City proper","Estimate - de jure","Final figure, complete","2023","176336","1"
"United States of America","2022","Total","Both Sexes","Reno (NV)","City proper","Estimate - de jure","Final figure, complete","2023","273448","1"
"United States of America","2022","Total","Both Sexes","Renton (WA)","City proper","Estimate - de jure","Final figure, complete","2023","104047","1"
"United States of America","2022","Total","Both Sexes","Rialto (CA)","City proper","Estimate - de jure","Final figure, complete","2023","103545","1"
"United States of America","2022","Total","Both Sexes","Richardson (TX)","City proper","Estimate - de jure","Final figure, complete","2023","118802","1"
"United States of America","2022","Total","Both Sexes","Richmond (CA)","City proper","Estimate - de jure","Final figure, complete","2023","114301","1"
"United States of America","2022","Total","Both Sexes","Richmond (VA)","City proper","Estimate - de jure","Final figure, complete","2023","229395","1"
"United States of America","2022","Total","Both Sexes","Rio Rancho (NM)","City proper","Estimate - de jure","Final figure, complete","2023","108082","1"
"United States of America","2022","Total","Both Sexes","Riverside (CA)","City proper","Estimate - de jure","Final figure, complete","2023","320764","1"
"United States of America","2022","Total","Both Sexes","Rochester (MN)","City proper","Estimate - de jure","Final figure, complete","2023","121878","1"
"United States of America","2022","Total","Both Sexes","Rochester (NY)","City proper","Estimate - de jure","Final figure, complete","2023","209352","1"
"United States of America","2022","Total","Both Sexes","Rockford (IL)","City proper","Estimate - de jure","Final figure, complete","2023","146713","1"
"United States of America","2022","Total","Both Sexes","Roseville (CA)","City proper","Estimate - de jure","Final figure, complete","2023","154817","1"
"United States of America","2022","Total","Both Sexes","Round Rock (TX)","City proper","Estimate - de jure","Final figure, complete","2023","126697","1"
"United States of America","2022","Total","Both Sexes","Sacramento (CA)","City proper","Estimate - de jure","Final figure, complete","2023","528001","1"
"United States of America","2022","Total","Both Sexes","Salem (OR)","City proper","Estimate - de jure","Final figure, complete","2023","177487","1"
"United States of America","2022","Total","Both Sexes","Salinas (CA)","City proper","Estimate - de jure","Final figure, complete","2023","161020","1"
"United States of America","2022","Total","Both Sexes","Salt Lake City (UT)","City proper","Estimate - de jure","Final figure, complete","2023","204657","1"
"United States of America","2022","Total","Both Sexes","San Antonio (TX)","City proper","Estimate - de jure","Final figure, complete","2023","1472909","1"
"United States of America","2022","Total","Both Sexes","San Bernardino (CA)","City proper","Estimate - de jure","Final figure, complete","2023","220328","1"
"United States of America","2022","Total","Both Sexes","San Buenaventura (CA)","City proper","Estimate - de jure","Final figure, complete","2023","109527","1"
"United States of America","2022","Total","Both Sexes","San Diego (CA)","City proper","Estimate - de jure","Final figure, complete","2023","1381162","1"
"United States of America","2022","Total","Both Sexes","San Francisco (CA)","City proper","Estimate - de jure","Final figure, complete","2023","808437","1"
"United States of America","2022","Total","Both Sexes","San Jose (CA)","City proper","Estimate - de jure","Final figure, complete","2023","971233","1"
"United States of America","2022","Total","Both Sexes","San Mateo (CA)","City proper","Estimate - de jure","Final figure, complete","2023","100984","1"
"United States of America","2022","Total","Both Sexes","Sandy Springs (GA)","City proper","Estimate - de jure","Final figure, complete","2023","107763","1"
"United States of America","2022","Total","Both Sexes","Santa Ana (CA)","City proper","Estimate - de jure","Final figure, complete","2023","308189","1"
"United States of America","2022","Total","Both Sexes","Santa Clara (CA)","City proper","Estimate - de jure","Final figure, complete","2023","126930","1"
"United States of America","2022","Total","Both Sexes","Santa Clarita (CA)","City proper","Estimate - de jure","Final figure, complete","2023","221345","1"
"United States of America","2022","Total","Both Sexes","Santa Maria (CA)","City proper","Estimate - de jure","Final figure, complete","2023","110125","1"
"United States of America","2022","Total","Both Sexes","Santa Rosa (CA)","City proper","Estimate - de jure","Final figure, complete","2023","177181","1"
"United States of America","2022","Total","Both Sexes","Savannah (GA)","City proper","Estimate - de jure","Final figure, complete","2023","148004","1"
"United States of America","2022","Total","Both Sexes","Scottsdale (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","243050","1"
"United States of America","2022","Total","Both Sexes","Seattle (WA)","City proper","Estimate - de jure","Final figure, complete","2023","749256","1"
"United States of America","2022","Total","Both Sexes","Shreveport (LA)","City proper","Estimate - de jure","Final figure, complete","2023","180153","1"
"United States of America","2022","Total","Both Sexes","Simi Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2023","124398","1"
"United States of America","2022","Total","Both Sexes","Sioux Falls (SD)","City proper","Estimate - de jure","Final figure, complete","2023","202078","1"
"United States of America","2022","Total","Both Sexes","South Bend (IN)","City proper","Estimate - de jure","Final figure, complete","2023","103110","1"
"United States of America","2022","Total","Both Sexes","South Fulton (GA)","City proper","Estimate - de jure","Final figure, complete","2023","111158","1"
"United States of America","2022","Total","Both Sexes","Sparks (NV)","City proper","Estimate - de jure","Final figure, complete","2023","109226","1"
"United States of America","2022","Total","Both Sexes","Spokane (WA)","City proper","Estimate - de jure","Final figure, complete","2023","230160","1"
"United States of America","2022","Total","Both Sexes","Spokane Valley (WA)","City proper","Estimate - de jure","Final figure, complete","2023","107325","1"
"United States of America","2022","Total","Both Sexes","Springfield (IL)","City proper","Estimate - de jure","Final figure, complete","2023","113273","1"
"United States of America","2022","Total","Both Sexes","Springfield (MA)","City proper","Estimate - de jure","Final figure, complete","2023","154064","1"
"United States of America","2022","Total","Both Sexes","Springfield (MO)","City proper","Estimate - de jure","Final figure, complete","2023","170067","1"
"United States of America","2022","Total","Both Sexes","St. George (UT)","City proper","Estimate - de jure","Final figure, complete","2023","102519","1"
"United States of America","2022","Total","Both Sexes","St. Louis (MO)","City proper","Estimate - de jure","Final figure, complete","2023","286578","1"
"United States of America","2022","Total","Both Sexes","St. Paul (MN)","City proper","Estimate - de jure","Final figure, complete","2023","303176","1"
"United States of America","2022","Total","Both Sexes","St. Petersburg (FL)","City proper","Estimate - de jure","Final figure, complete","2023","261256","1"
"United States of America","2022","Total","Both Sexes","Stamford (CT)","City proper","Estimate - de jure","Final figure, complete","2023","136188","1"
"United States of America","2022","Total","Both Sexes","Sterling Heights (MI)","City proper","Estimate - de jure","Final figure, complete","2023","132567","1"
"United States of America","2022","Total","Both Sexes","Stockton (CA)","City proper","Estimate - de jure","Final figure, complete","2023","321819","1"
"United States of America","2022","Total","Both Sexes","Sugar Land (TX)","City proper","Estimate - de jure","Final figure, complete","2023","109414","1"
"United States of America","2022","Total","Both Sexes","Sunnyvale (CA)","City proper","Estimate - de jure","Final figure, complete","2023","153091","1"
"United States of America","2022","Total","Both Sexes","Surprise (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","154198","1"
