"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2020","Total","Both Sexes","Lehigh Acres (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","114287",""
"United States of America","2020","Total","Both Sexes","Lewisville (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","111822",""
"United States of America","2020","Total","Both Sexes","Lexington-Fayette (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","322570",""
"United States of America","2020","Total","Both Sexes","Lincoln (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","291082",""
"United States of America","2020","Total","Both Sexes","Little Rock (AR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","202591",""
"United States of America","2020","Total","Both Sexes","Long Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","466742",""
"United States of America","2020","Total","Both Sexes","Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","3898747",""
"United States of America","2020","Total","Both Sexes","Louisville/ Jeferson County (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","633045",""
"United States of America","2020","Total","Both Sexes","Lowell (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","115554",""
"United States of America","2020","Total","Both Sexes","Lubbock (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","257141",""
"United States of America","2020","Total","Both Sexes","Lynn (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","101253",""
"United States of America","2020","Total","Both Sexes","Macon-Bibb (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","157346",""
"United States of America","2020","Total","Both Sexes","Madison (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","269840",""
"United States of America","2020","Total","Both Sexes","Manchester (NH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","115644",""
"United States of America","2020","Total","Both Sexes","McAllen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","142210",""
"United States of America","2020","Total","Both Sexes","McKinney City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","195308",""
"United States of America","2020","Total","Both Sexes","Memphis (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","633104",""
"United States of America","2020","Total","Both Sexes","Menifee (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","102527",""
"United States of America","2020","Total","Both Sexes","Meridian (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","117635",""
"United States of America","2020","Total","Both Sexes","Mesa (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","504258",""
"United States of America","2020","Total","Both Sexes","Mesquite (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","150108",""
"United States of America","2020","Total","Both Sexes","Metairie (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","143507",""
"United States of America","2020","Total","Both Sexes","Miami (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","442241",""
"United States of America","2020","Total","Both Sexes","Miami Gardens (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","111640",""
"United States of America","2020","Total","Both Sexes","Midland City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","132524",""
"United States of America","2020","Total","Both Sexes","Milwaukee (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","577222",""
"United States of America","2020","Total","Both Sexes","Minneapolis (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","429954",""
"United States of America","2020","Total","Both Sexes","Miramar (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","134721",""
"United States of America","2020","Total","Both Sexes","Mobile (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","187041",""
"United States of America","2020","Total","Both Sexes","Modesto (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","218464",""
"United States of America","2020","Total","Both Sexes","Montgomery (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","200603",""
"United States of America","2020","Total","Both Sexes","Moreno Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","208634",""
"United States of America","2020","Total","Both Sexes","Murrieta (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","110949",""
"United States of America","2020","Total","Both Sexes","Murfreesboro (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","152769",""
"United States of America","2020","Total","Both Sexes","Nampa (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","100200",""
"United States of America","2020","Total","Both Sexes","Naperville (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","149540",""
"United States of America","2020","Total","Both Sexes","Nashville-Davidson (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","689447",""
"United States of America","2020","Total","Both Sexes","New Bedford (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","101079",""
"United States of America","2020","Total","Both Sexes","New Haven (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","134023",""
"United States of America","2020","Total","Both Sexes","New Orleans (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","383997",""
"United States of America","2020","Total","Both Sexes","New York (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","8804190",""
"United States of America","2020","Total","Both Sexes","Newark (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","311549",""
"United States of America","2020","Total","Both Sexes","Newport News (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","186247",""
"United States of America","2020","Total","Both Sexes","Norfolk (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","238005",""
"United States of America","2020","Total","Both Sexes","Norman (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","128026",""
"United States of America","2020","Total","Both Sexes","North Charleston (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","114852",""
"United States of America","2020","Total","Both Sexes","North Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","262527",""
"United States of America","2020","Total","Both Sexes","Norwalk (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","102773",""
"United States of America","2020","Total","Both Sexes","Oakland (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","440646",""
"United States of America","2020","Total","Both Sexes","Oceanside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","174068",""
"United States of America","2020","Total","Both Sexes","Odessa (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","114428",""
"United States of America","2020","Total","Both Sexes","Oklahoma City (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","681054",""
"United States of America","2020","Total","Both Sexes","Olathe (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","141290",""
"United States of America","2020","Total","Both Sexes","Omaha (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","486051",""
"United States of America","2020","Total","Both Sexes","Ontario (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","175265",""
"United States of America","2020","Total","Both Sexes","Orange (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","139911",""
"United States of America","2020","Total","Both Sexes","Orlando (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","307573",""
"United States of America","2020","Total","Both Sexes","Overland Park (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","197238",""
"United States of America","2020","Total","Both Sexes","Oxnard (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","202063",""
"United States of America","2020","Total","Both Sexes","Palmdale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","169450",""
"United States of America","2020","Total","Both Sexes","Palm Bay City (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","119760",""
"United States of America","2020","Total","Both Sexes","Paradise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","191238",""
"United States of America","2020","Total","Both Sexes","Pasadena (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","138699",""
"United States of America","2020","Total","Both Sexes","Pasadena (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","151950",""
"United States of America","2020","Total","Both Sexes","Paterson (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","159732",""
"United States of America","2020","Total","Both Sexes","Pearland (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","125828",""
"United States of America","2020","Total","Both Sexes","Pembroke Pines (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","171178",""
"United States of America","2020","Total","Both Sexes","Peoria (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","190985",""
"United States of America","2020","Total","Both Sexes","Peoria (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","113150",""
"United States of America","2020","Total","Both Sexes","Philadelphia (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","1603797",""
"United States of America","2020","Total","Both Sexes","Phoenix (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","1608139",""
"United States of America","2020","Total","Both Sexes","Pittsburgh (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","302971",""
"United States of America","2020","Total","Both Sexes","Plano (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","285494",""
"United States of America","2020","Total","Both Sexes","Pomona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","151713",""
"United States of America","2020","Total","Both Sexes","Pompano Beach (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","112046",""
"United States of America","2020","Total","Both Sexes","Port St. Lucie (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","204851",""
"United States of America","2020","Total","Both Sexes","Portland (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","652503",""
"United States of America","2020","Total","Both Sexes","Providence (RI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","190934",""
"United States of America","2020","Total","Both Sexes","Provo (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","115162",""
"United States of America","2020","Total","Both Sexes","Pueblo (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","111876",""
"United States of America","2020","Total","Both Sexes","Quincy (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","101636",""
"United States of America","2020","Total","Both Sexes","Raleigh (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","467665",""
"United States of America","2020","Total","Both Sexes","Rancho Cucamonga (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","174453",""
"United States of America","2020","Total","Both Sexes","Reno (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","264165",""
"United States of America","2020","Total","Both Sexes","Renton (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","106785",""
"United States of America","2020","Total","Both Sexes","Rialto (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","104026",""
"United States of America","2020","Total","Both Sexes","Richardson (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","119469",""
"United States of America","2020","Total","Both Sexes","Richmond (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","116448",""
"United States of America","2020","Total","Both Sexes","Richmond (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","226610",""
"United States of America","2020","Total","Both Sexes","Rio Rancho (NM)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","104046",""
"United States of America","2020","Total","Both Sexes","Riverside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","314998",""
"United States of America","2020","Total","Both Sexes","Riverview (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","107396",""
"United States of America","2020","Total","Both Sexes","Roanoke (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","100011",""
"United States of America","2020","Total","Both Sexes","Rochester (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","121395",""
"United States of America","2020","Total","Both Sexes","Rochester (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","211328",""
"United States of America","2020","Total","Both Sexes","Rockford (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","148655",""
"United States of America","2020","Total","Both Sexes","Roseville (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","147773",""
"United States of America","2020","Total","Both Sexes","Round Rock (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","119468",""
"United States of America","2020","Total","Both Sexes","Sacramento (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","524943",""
"United States of America","2020","Total","Both Sexes","Salem (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","175535",""
"United States of America","2020","Total","Both Sexes","Salinas (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","163542",""
"United States of America","2020","Total","Both Sexes","Salt Lake City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","199723",""
"United States of America","2020","Total","Both Sexes","San Antonio (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","1434625",""
"United States of America","2020","Total","Both Sexes","San Bernardino (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","222101",""
"United States of America","2020","Total","Both Sexes","San Buenaventura (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","110763",""
"United States of America","2020","Total","Both Sexes","San Diego (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","1386932",""
"United States of America","2020","Total","Both Sexes","San Francisco (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","873965",""
"United States of America","2020","Total","Both Sexes","San Jose (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","1013240",""
"United States of America","2020","Total","Both Sexes","San Mateo (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","105661",""
"United States of America","2020","Total","Both Sexes","Sandy Springs (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","108080",""
"United States of America","2020","Total","Both Sexes","Santa Ana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","310227",""
"United States of America","2020","Total","Both Sexes","Santa Clara (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","127647",""
"United States of America","2020","Total","Both Sexes","Santa Clarita (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","228673",""
"United States of America","2020","Total","Both Sexes","Santa Maria (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","109707",""
"United States of America","2020","Total","Both Sexes","Santa Rosa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","178127",""
"United States of America","2020","Total","Both Sexes","Savannah (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","147780",""
"United States of America","2020","Total","Both Sexes","Scottsdale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","241361",""
"United States of America","2020","Total","Both Sexes","Seattle (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","737015",""
"United States of America","2020","Total","Both Sexes","Shreveport (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","187593",""
"United States of America","2020","Total","Both Sexes","Simi Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","126356",""
"United States of America","2020","Total","Both Sexes","Sioux Falls (SD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","192517",""
"United States of America","2020","Total","Both Sexes","South Bend (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","103453",""
"United States of America","2020","Total","Both Sexes","South Fulton (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","107436",""
"United States of America","2020","Total","Both Sexes","Sparks (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","108445",""
"United States of America","2020","Total","Both Sexes","Spokane (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","228989",""
"United States of America","2020","Total","Both Sexes","Spokane Valley (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","102976",""
"United States of America","2020","Total","Both Sexes","Spring Hill (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","113568",""
"United States of America","2020","Total","Both Sexes","Spring Valley (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","215597",""
"United States of America","2020","Total","Both Sexes","Springfield (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","114394",""
"United States of America","2020","Total","Both Sexes","Springfield (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","155929",""
"United States of America","2020","Total","Both Sexes","Springfield (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","169176",""
"United States of America","2020","Total","Both Sexes","St. Louis (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","301578",""
"United States of America","2020","Total","Both Sexes","St. Paul (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","311527",""
"United States of America","2020","Total","Both Sexes","St. Petersburg (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","258308",""
"United States of America","2020","Total","Both Sexes","Stamford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","135470",""
"United States of America","2020","Total","Both Sexes","Sterling Heights (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","134346",""
"United States of America","2020","Total","Both Sexes","Stockton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","320804",""
"United States of America","2020","Total","Both Sexes","Sugar Land (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","111026",""
"United States of America","2020","Total","Both Sexes","Sunnyvale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","155805",""
"United States of America","2020","Total","Both Sexes","Sunrise Manor (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","205618",""
"United States of America","2020","Total","Both Sexes","Surprise (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","143148",""
"United States of America","2020","Total","Both Sexes","Syracuse (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","148620",""
"United States of America","2020","Total","Both Sexes","Tacoma (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","219346",""
"United States of America","2020","Total","Both Sexes","Tallahassee (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","196169",""
"United States of America","2020","Total","Both Sexes","Tampa (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","384959",""
"United States of America","2020","Total","Both Sexes","Temecula (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","110003",""
"United States of America","2020","Total","Both Sexes","Tempe (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","180587",""
"United States of America","2020","Total","Both Sexes","The Woodlands (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","114436",""
"United States of America","2020","Total","Both Sexes","Thornton (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","141867",""
"United States of America","2020","Total","Both Sexes","Thousand Oaks (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","126966",""
"United States of America","2020","Total","Both Sexes","Toledo (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","270871",""
"United States of America","2020","Total","Both Sexes","Topeka (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","126587",""
"United States of America","2020","Total","Both Sexes","Torrance (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","147067",""
"United States of America","2020","Total","Both Sexes","Tucson (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","542629",""
"United States of America","2020","Total","Both Sexes","Tulsa (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","413066",""
"United States of America","2020","Total","Both Sexes","Tyler (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","105995",""
"United States of America","2020","Total","Both Sexes","Vacaville (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","102386",""
"United States of America","2020","Total","Both Sexes","Vallejo (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","126090",""
"United States of America","2020","Total","Both Sexes","Vancouver (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","190915",""
"United States of America","2020","Total","Both Sexes","Victorville City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","134810",""
"United States of America","2020","Total","Both Sexes","Virginia Beach (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","459470",""
"United States of America","2020","Total","Both Sexes","Visalia (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","141384",""
"United States of America","2020","Total","Both Sexes","Waco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","138486",""
"United States of America","2020","Total","Both Sexes","Warren (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","139387",""
"United States of America","2020","Total","Both Sexes","WASHINGTON (DC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","689545",""
"United States of America","2020","Total","Both Sexes","Waterbury (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","114403",""
"United States of America","2020","Total","Both Sexes","West Covina (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","109501",""
"United States of America","2020","Total","Both Sexes","West Jordan (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","116961",""
"United States of America","2020","Total","Both Sexes","West Palm Beach (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","117415",""
"United States of America","2020","Total","Both Sexes","West Valley City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","140230",""
"United States of America","2020","Total","Both Sexes","Westminster (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","116317",""
"United States of America","2020","Total","Both Sexes","Wichita (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","397532",""
"United States of America","2020","Total","Both Sexes","Wichita Falls (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","102316",""
"United States of America","2020","Total","Both Sexes","Wilmington (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","115451",""
"United States of America","2020","Total","Both Sexes","Winston-Salem (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","249545",""
"United States of America","2020","Total","Both Sexes","Worcester (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","206518",""
"United States of America","2020","Total","Both Sexes","Yonkers (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2021","211569",""
"United States of America","2016","Total","Both Sexes","Abilene (TX)","City proper","Estimate - de jure","Final figure, complete","2017","122225","2,3"
"United States of America","2016","Total","Both Sexes","Akron (OH)","City proper","Estimate - de jure","Final figure, complete","2017","197633","2,3"
"United States of America","2016","Total","Both Sexes","Albuquerque (NM)","City proper","Estimate - de jure","Final figure, complete","2017","559277","2,3"
"United States of America","2016","Total","Both Sexes","Alexandria (VA)","City proper","Estimate - de jure","Final figure, complete","2017","155810","2,3"
"United States of America","2016","Total","Both Sexes","Allentown (PA)","City proper","Estimate - de jure","Final figure, complete","2017","120443","2,3"
"United States of America","2016","Total","Both Sexes","Amarillo (TX)","City proper","Estimate - de jure","Final figure, complete","2017","199582","2,3"
"United States of America","2016","Total","Both Sexes","Anaheim (CA)","City proper","Estimate - de jure","Final figure, complete","2017","351043","2,3"
"United States of America","2016","Total","Both Sexes","Anchorage (AK)","City proper","Estimate - de jure","Final figure, complete","2017","298192","2,3"
"United States of America","2016","Total","Both Sexes","Ann Arbor (MI)","City proper","Estimate - de jure","Final figure, complete","2017","120782","2,3"
"United States of America","2016","Total","Both Sexes","Antioch (CA)","City proper","Estimate - de jure","Final figure, complete","2017","110898","2,3"
"United States of America","2016","Total","Both Sexes","Arlington (TX)","City proper","Estimate - de jure","Final figure, complete","2017","392772","2,3"
"United States of America","2016","Total","Both Sexes","Arvada (CO)","City proper","Estimate - de jure","Final figure, complete","2017","117453","2,3"
"United States of America","2016","Total","Both Sexes","Athens (GA)","City proper","Estimate - de jure","Final figure, complete","2017","123371","2,3"
"United States of America","2016","Total","Both Sexes","Atlanta (GA)","City proper","Estimate - de jure","Final figure, complete","2017","472522","2,3"
"United States of America","2016","Total","Both Sexes","Augusta (GA)","City proper","Estimate - de jure","Final figure, complete","2017","197081","2,3"
"United States of America","2016","Total","Both Sexes","Aurora (CO)","City proper","Estimate - de jure","Final figure, complete","2017","361710","2,3"
"United States of America","2016","Total","Both Sexes","Aurora (IL)","City proper","Estimate - de jure","Final figure, complete","2017","201110","2,3"
"United States of America","2016","Total","Both Sexes","Austin (TX)","City proper","Estimate - de jure","Final figure, complete","2017","947890","2,3"
"United States of America","2016","Total","Both Sexes","Bakersfield (CA)","City proper","Estimate - de jure","Final figure, complete","2017","376380","2,3"
"United States of America","2016","Total","Both Sexes","Baltimore (MD)","City proper","Estimate - de jure","Final figure, complete","2017","614664","2,3"
"United States of America","2016","Total","Both Sexes","Baton Rouge (LA)","City proper","Estimate - de jure","Final figure, complete","2017","227715","2,3"
"United States of America","2016","Total","Both Sexes","Beaumont (TX)","City proper","Estimate - de jure","Final figure, complete","2017","118299","2,3"
"United States of America","2016","Total","Both Sexes","Bellevue (WA)","City proper","Estimate - de jure","Final figure, complete","2017","141400","2,3"
"United States of America","2016","Total","Both Sexes","Berkeley (CA)","City proper","Estimate - de jure","Final figure, complete","2017","121240","2,3"
"United States of America","2016","Total","Both Sexes","Billings (MT)","City proper","Estimate - de jure","Final figure, complete","2017","110323","2,3"
"United States of America","2016","Total","Both Sexes","Birmingham (AL)","City proper","Estimate - de jure","Final figure, complete","2017","212157","2,3"
"United States of America","2016","Total","Both Sexes","Boise City (ID)","City proper","Estimate - de jure","Final figure, complete","2017","223154","2,3"
"United States of America","2016","Total","Both Sexes","Boston (MA)","City proper","Estimate - de jure","Final figure, complete","2017","673184","2,3"
"United States of America","2016","Total","Both Sexes","Boulder (CO)","City proper","Estimate - de jure","Final figure, complete","2017","108090","2,3"
"United States of America","2016","Total","Both Sexes","Bridgeport (CT)","City proper","Estimate - de jure","Final figure, complete","2017","145936","2,3"
"United States of America","2016","Total","Both Sexes","Broken Arrow (OK)","City proper","Estimate - de jure","Final figure, complete","2017","107403","2,3"
"United States of America","2016","Total","Both Sexes","Brownsville (TX)","City proper","Estimate - de jure","Final figure, complete","2017","183823","2,3"
"United States of America","2016","Total","Both Sexes","Buffalo (NY)","City proper","Estimate - de jure","Final figure, complete","2017","256902","2,3"
"United States of America","2016","Total","Both Sexes","Burbank (CA)","City proper","Estimate - de jure","Final figure, complete","2017","104447","2,3"
"United States of America","2016","Total","Both Sexes","Carlsbad (CA)","City proper","Estimate - de jure","Final figure, complete","2017","113952","2,3"
"United States of America","2016","Total","Both Sexes","Cambridge (MA)","City proper","Estimate - de jure","Final figure, complete","2017","110651","2,3"
"United States of America","2016","Total","Both Sexes","Cape Coral (FL)","City proper","Estimate - de jure","Final figure, complete","2017","179804","2,3"
"United States of America","2016","Total","Both Sexes","Carrollton (TX)","City proper","Estimate - de jure","Final figure, complete","2017","133351","2,3"
"United States of America","2016","Total","Both Sexes","Cary (NC)","City proper","Estimate - de jure","Final figure, complete","2017","162320","2,3"
"United States of America","2016","Total","Both Sexes","Cedar Rapids (IA)","City proper","Estimate - de jure","Final figure, complete","2017","131127","2,3"
"United States of America","2016","Total","Both Sexes","Centennial (CO)","City proper","Estimate - de jure","Final figure, complete","2017","109932","2,3"
"United States of America","2016","Total","Both Sexes","Chandler (AZ)","City proper","Estimate - de jure","Final figure, complete","2017","247477","2,3"
"United States of America","2016","Total","Both Sexes","Charleston (SC)","City proper","Estimate - de jure","Final figure, complete","2017","134385","2,3"
"United States of America","2016","Total","Both Sexes","Charlotte (NC)","City proper","Estimate - de jure","Final figure, complete","2017","842051","2,3"
"United States of America","2016","Total","Both Sexes","Chattanooga (TN)","City proper","Estimate - de jure","Final figure, complete","2017","177571","2,3"
